"quality_grade","time_observed_at","taxon_geoprivacy","uuid","key","cached_votes_total","identifications_most_agree","species_guess","identifications_most_disagree","positional_accuracy","comments_count","site_id","created_time_zone","license_code","observed_time_zone","public_positional_accuracy","oauth_application_id","created_at","description","time_zone_offset","observed_on","observed_on_string","updated_at","captive","faves_count","num_identification_agreements","map_scale","uri","community_taxon_id","owners_identification_from_vision","identifications_count","obscured","num_identification_disagreements","geoprivacy","location","spam","mappable","identifications_some_agree","place_guess","id.1","license_code.1","file_url","attribution","hidden","out_of_range","context_user_geoprivacy","id_please","context_geoprivacy","context_taxon_geoprivacy","repository","latitude","longitude","species"
"research","2019-07-30T15:23:13-04:00","open","e3343003-cd32-4232-8f47-af611345bc4f",29956788,0,TRUE,"Eastern Garter Snake",FALSE,30,0,5,"America/New_York","cc-by-sa","America/New_York",30,3,"2019-07-31T22:28:33-04:00",NA,"-05:00","2019-07-30","Tue Jul 30 2019 15:23:13 GMT-0400 (EDT)","2019-08-07T11:49:07-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/29956788",28365,FALSE,2,FALSE,0,NA,"44.3028294493,-78.3179216961",FALSE,TRUE,TRUE,"300 Water St, Peterborough, ON, CA",46780594,"cc-by-sa","https://inaturalist-open-data.s3.amazonaws.com/photos/46780594/original.jpg","(c) Matt Garvin, some rights reserved (CC BY-SA)",FALSE,NA,NA,NA,NA,NA,"INAT",44.3028294493,-78.3179216961,"Thamnophis sirtalis"
"research","2019-07-31T17:24:27-04:00","open","d6409de2-41f6-486a-91fd-a08477da29b1",29960699,0,TRUE,"Eastern Garter Snake",FALSE,10,0,5,"America/New_York",NA,"America/New_York",27443,3,"2019-08-01T00:06:29-04:00",NA,"-05:00","2019-07-31","Wed Jul 31 2019 17:24:27 GMT-0400 (EDT)","2019-08-01T14:07:10-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/29960699",28365,FALSE,2,TRUE,0,"obscured","43.7516381143,-79.5856048311",FALSE,TRUE,TRUE,"Ontario, CA",46787036,NA,"https://static.inaturalist.org/photos/46787036/original.jpg","(c) Mac Marzolini, all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",43.7516381143,-79.5856048311,"Thamnophis sirtalis"
"research","2019-07-31T11:42:13-07:00",NA,"e768a15c-fdac-4701-a359-030bbd9e1a41",29962393,0,TRUE,"Common Garter Snake",FALSE,867,0,1,"America/Los_Angeles",NA,"America/Los_Angeles",867,3,"2019-07-31T22:00:02-07:00",NA,"-08:00","2019-07-31","Wed Jul 31 2019 11:42:13 GMT-0700 (PDT)","2019-08-01T07:46:18-07:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29962393",28362,FALSE,1,FALSE,0,NA,"47.7969755904,-124.2839638196",FALSE,TRUE,TRUE,"98331, Forks, WA, US",46790085,NA,"https://static.inaturalist.org/photos/46790085/original.jpg","(c) Jamie B., all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",47.7969755904,-124.2839638196,"Thamnophis sirtalis"
"research","2019-07-31T11:42:13-07:00",NA,"e768a15c-fdac-4701-a359-030bbd9e1a41",29962393,0,TRUE,"Common Garter Snake",FALSE,867,0,1,"America/Los_Angeles",NA,"America/Los_Angeles",867,3,"2019-07-31T22:00:02-07:00",NA,"-08:00","2019-07-31","Wed Jul 31 2019 11:42:13 GMT-0700 (PDT)","2019-08-01T07:46:18-07:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29962393",28362,FALSE,1,FALSE,0,NA,"47.7969755904,-124.2839638196",FALSE,TRUE,TRUE,"98331, Forks, WA, US",46790046,NA,"https://static.inaturalist.org/photos/46790046/original.jpg","(c) Jamie B., all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",47.7969755904,-124.2839638196,"Thamnophis sirtalis"
"research",NA,"open","78399242-d1aa-4cf2-bd12-6d6564fa4c06",29962398,0,TRUE,"Valley Garter Snake",FALSE,500,5,1,"Etc/UTC","cc-by-nc","Etc/UTC",500,NA,"2019-08-01T05:00:08+00:00",NA,"+00:00","2018-06-24","2018/06/24 1:23 PM UTC","2024-01-17T13:25:32+00:00",FALSE,0,8,NA,"https://www.inaturalist.org/observations/29962398",28362,FALSE,8,FALSE,0,NA,"49.3413583821,-124.9304645095",FALSE,TRUE,TRUE,"Alberni-Clayoquot, BC, Canada",46789637,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46789637/original.jpeg","(c) jey42, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",49.3413583821,-124.9304645095,"Thamnophis sirtalis"
"research","2019-07-31T17:09:45-04:00",NA,"cfe21aae-2906-49ff-9be2-69c18330d6cd",29964038,0,TRUE,"Eastern Garter Snake",FALSE,6543,1,1,"America/New_York","cc-by-nc","America/New_York",6543,3,"2019-08-01T02:00:29-04:00","Seems like she was in blue. First time seeing this in a wild snake","-05:00","2019-07-31","Wed Jul 31 2019 17:09:45 GMT-0400 (EDT)","2021-04-28T16:48:24-04:00",FALSE,0,3,NA,"https://www.inaturalist.org/observations/29964038",28365,FALSE,3,FALSE,0,NA,"42.6776666667,-79.0441055",FALSE,TRUE,TRUE,"Wendt Beach Park, Derby, NY, US",46792953,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46792953/original.jpg","(c) sschelble, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",42.6776666667,-79.0441055,"Thamnophis sirtalis"
"research","2019-07-31T17:09:45-04:00",NA,"cfe21aae-2906-49ff-9be2-69c18330d6cd",29964038,0,TRUE,"Eastern Garter Snake",FALSE,6543,1,1,"America/New_York","cc-by-nc","America/New_York",6543,3,"2019-08-01T02:00:29-04:00","Seems like she was in blue. First time seeing this in a wild snake","-05:00","2019-07-31","Wed Jul 31 2019 17:09:45 GMT-0400 (EDT)","2021-04-28T16:48:24-04:00",FALSE,0,3,NA,"https://www.inaturalist.org/observations/29964038",28365,FALSE,3,FALSE,0,NA,"42.6776666667,-79.0441055",FALSE,TRUE,TRUE,"Wendt Beach Park, Derby, NY, US",46792959,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46792959/original.jpg","(c) sschelble, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",42.6776666667,-79.0441055,"Thamnophis sirtalis"
"research","2019-08-01T09:59:12-04:00",NA,"56e512c4-4742-4c9e-9373-150e667cba5b",29980020,0,TRUE,"Common Garter Snake",FALSE,NA,0,1,"America/New_York","cc-by-nc","America/New_York",NA,2,"2019-08-01T10:34:01-04:00",NA,"-05:00","2019-08-01","2019-08-01 9:59:12 AM EDT","2019-08-02T00:35:28-04:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29980020",28362,FALSE,1,FALSE,0,NA,"42.1480293274,-71.6624984741",FALSE,TRUE,TRUE,"Worcester County, US-MA, US",46816496,"cc-by","https://inaturalist-open-data.s3.amazonaws.com/photos/46816496/original.jpeg","(c) Betsy Lambert, some rights reserved (CC BY)",FALSE,NA,NA,NA,NA,NA,"INAT",42.1480293274,-71.6624984741,"Thamnophis sirtalis"
"casual",NA,"open","c5eaf7ce-c7af-407f-a144-4101226e1d67",29981720,0,TRUE,"Colubrid Snakes",FALSE,88,1,1,"Etc/UTC",NA,"Etc/UTC",88,2,"2019-08-01T15:04:08+00:00",NA,"+00:00",NA,NA,"2023-02-24T03:16:08+00:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29981720",26504,FALSE,1,FALSE,0,NA,"41.1405768193,-81.8983236328",FALSE,TRUE,TRUE,"Medina, OH 44256, USA",46819536,NA,"https://static.inaturalist.org/photos/46819536/original.jpeg","(c) Kevin Paradise, all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",41.1405768193,-81.8983236328,"Thamnophis sirtalis"
"casual",NA,"open","c5eaf7ce-c7af-407f-a144-4101226e1d67",29981720,0,TRUE,"Colubrid Snakes",FALSE,88,1,1,"Etc/UTC",NA,"Etc/UTC",88,2,"2019-08-01T15:04:08+00:00",NA,"+00:00",NA,NA,"2023-02-24T03:16:08+00:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29981720",26504,FALSE,1,FALSE,0,NA,"41.1405768193,-81.8983236328",FALSE,TRUE,TRUE,"Medina, OH 44256, USA",46818978,NA,"https://static.inaturalist.org/photos/46818978/original.jpeg","(c) Kevin Paradise, all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",41.1405768193,-81.8983236328,"Thamnophis sirtalis"
"research","2019-08-01T11:40:04-04:00","open","51c6e05d-3f9f-440f-b9bc-4431bf3a574d",29983911,0,TRUE,"Common Garter Snake",FALSE,6,0,5,"America/New_York","cc-by-nc","America/New_York",6,3,"2019-08-01T11:40:16-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 11:40:04 GMT-0400 (EDT)","2019-08-01T12:37:24-04:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29983911",28362,TRUE,1,FALSE,0,NA,"44.919468576,-78.3825053861",FALSE,TRUE,TRUE,"Highlands East, Highlands East, ON, CA",46821948,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46821948/original.jpg","(c) Brent Alexander, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",44.919468576,-78.3825053861,"Thamnophis sirtalis"
"research","2019-08-01T12:22:24-04:00",NA,"75b9665b-658f-4197-a9ba-cf016f6116ef",29992083,0,TRUE,"Eastern Garter Snake",FALSE,1400,0,1,"America/New_York","cc-by-nc","America/New_York",1400,3,"2019-08-01T13:51:17-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 12:22:24 GMT-0400 (EDT)","2019-08-04T09:58:01-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/29992083",28365,FALSE,2,FALSE,0,NA,"42.3446407447,-73.294666271",FALSE,TRUE,TRUE,"01240, Lenox, MA, US",46837255,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46837255/original.jpg","(c) lisarae, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",42.3446407447,-73.294666271,"Thamnophis sirtalis"
"research",NA,"open","2d0bf2ff-1835-4a41-ae41-d39dfbff91ef",29994038,0,TRUE,"Common Garter Snake",FALSE,1953,0,1,"Etc/UTC","cc-by-nc","Etc/UTC",27816,NA,"2019-08-01T18:26:26+00:00",NA,"+00:00","2019-08-01","2019/08/01 11:12 AM UTC","2019-08-01T22:15:38+00:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29994038",28362,TRUE,1,TRUE,0,"private",NA,FALSE,FALSE,TRUE,NA,46835948,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46835948/original.jpg","(c) Gabby, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",NA,NA,"Thamnophis sirtalis"
"research","2019-08-01T11:19:45-04:00","open","7a0391b1-a8a3-4b17-b82d-415d3c48b96a",29994643,0,TRUE,"Eastern Garter Snake",FALSE,88,0,1,"America/New_York","cc-by-nc","America/New_York",88,2,"2019-08-01T14:37:45-04:00",NA,"-05:00","2019-08-01","2019-08-01 11:19:45 AM EDT","2019-08-02T09:08:47-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/29994643",28365,TRUE,2,FALSE,0,NA,"43.7388215833,-79.9304395169",FALSE,TRUE,TRUE,"Caledon, ON L7C 1V3, Canada",46837512,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46837512/original.jpeg","(c) claire_leuty, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",43.7388215833,-79.9304395169,"Thamnophis sirtalis"
"research","2019-08-01T13:40:43-04:00","open","429e30ce-7557-4029-91d1-acdc63e094e5",29996502,0,TRUE,"Eastern Garter Snake",FALSE,5,0,1,"America/New_York","cc-by-nc","America/New_York",5,2,"2019-08-01T15:08:51-04:00",NA,"-05:00","2019-08-01","2019-08-01 1:40:43 PM EDT","2019-08-01T15:16:45-04:00",FALSE,0,1,NA,"https://www.inaturalist.org/observations/29996502",28365,FALSE,1,FALSE,0,NA,"40.02372286,-75.41696975",FALSE,TRUE,TRUE,"Chester County, US-PA, US",46840305,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46840305/original.jpeg","(c) kfryberger, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",40.02372286,-75.41696975,"Thamnophis sirtalis"
"research","2019-08-01T15:58:46-04:00","open","8de194d4-1df3-4bac-b76e-72e7b3817b26",30000724,0,TRUE,"Eastern Garter Snake",FALSE,303,0,5,"America/New_York",NA,"America/New_York",303,3,"2019-08-01T16:22:54-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 15:58:46 GMT-0400 (EDT)","2019-08-04T11:43:44-04:00",FALSE,0,3,NA,"https://www.inaturalist.org/observations/30000724",28365,FALSE,3,FALSE,0,NA,"42.280866661,-81.8438684428",FALSE,TRUE,TRUE,"Rondeau Provincial Park, Chatham-Kent, ON, CA",47129434,NA,"https://static.inaturalist.org/photos/47129434/original.jpg","(c) Danielle Bullen, all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",42.280866661,-81.8438684428,"Thamnophis sirtalis"
"research","2019-08-01T16:22:40-04:00","open","69407a25-a19b-4726-bd23-adcd5f7cd510",30000750,0,TRUE,"Eastern Garter Snake",FALSE,32,0,1,"America/New_York","cc-by-nc","America/New_York",32,3,"2019-08-01T16:23:16-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 16:22:40 GMT-0400 (EDT)","2024-09-24T21:27:40-04:00",FALSE,0,3,NA,"https://www.inaturalist.org/observations/30000750",28365,TRUE,3,FALSE,0,NA,"39.4184876972,-84.9127165923",FALSE,TRUE,TRUE,"6025 State Road 252, Brookville, IN, US",46847297,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46847297/original.jpg","(c) sunflower29, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",39.4184876972,-84.9127165923,"Thamnophis sirtalis"
"research","2019-08-01T12:21:24-04:00",NA,"9b4b760d-189d-4261-be0c-dfd5244f7f93",30001800,0,TRUE,"Eastern Garter Snake",FALSE,10,0,1,"America/New_York",NA,"America/New_York",10,3,"2019-08-01T16:42:46-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 12:21:24 GMT-0400 (EDT)","2019-09-20T10:36:29-04:00",FALSE,0,3,NA,"https://www.inaturalist.org/observations/30001800",28365,FALSE,3,FALSE,0,NA,"42.886475,-78.7262033333",FALSE,TRUE,TRUE,"71 Honorine Dr, Depew, NY, US",46849113,NA,"https://static.inaturalist.org/photos/46849113/original.jpg","(c) Fen S., all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",42.886475,-78.7262033333,"Thamnophis sirtalis"
"research","2019-08-01T16:52:12-04:00","open","a20326e9-c3a7-4510-9bcb-8382dc546721",30002430,0,TRUE,"Common Garter Snake",FALSE,5,0,5,"America/New_York","cc-by-nc","America/New_York",5,3,"2019-08-01T16:52:19-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 16:52:12 GMT-0400 (EDT)","2019-08-07T17:30:34-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/30002430",28362,NA,2,FALSE,0,NA,"42.1185231395,-82.3987404351",FALSE,TRUE,TRUE,"21029 Wharram Rd, Chatham-Kent, ON, CA",46850209,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46850209/original.jpg","(c) jeffdresser, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",42.1185231395,-82.3987404351,"Thamnophis sirtalis"
"research","2019-08-01T16:56:51-04:00","open","5ddc6431-68d7-4cce-ae67-1d1a01cfa20d",30002672,0,TRUE,"Eastern Garter Snake",FALSE,10,0,5,"America/New_York","cc-by-nc","America/New_York",10,3,"2019-08-01T16:56:56-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 16:56:51 GMT-0400 (EDT)","2019-08-12T14:41:26-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/30002672",28365,NA,2,FALSE,0,NA,"42.1184821101,-82.3987156247",FALSE,TRUE,TRUE,"21029 Wharram Rd, Chatham-Kent, ON, CA",46850606,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46850606/original.jpg","(c) jeffdresser, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",42.1184821101,-82.3987156247,"Thamnophis sirtalis"
"research","2019-08-01T15:07:03-04:00","open","d9de3411-5f1d-407f-abfb-96c1f3cd2403",30003624,0,TRUE,"Eastern Garter Snake",FALSE,5,0,1,"America/New_York","cc-by-nc","America/New_York",5,3,"2019-08-01T17:14:28-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 15:07:03 GMT-0400 (EDT)","2024-02-24T04:22:26-05:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/30003624",28365,TRUE,2,FALSE,0,NA,"41.1228383286,-81.3620673214",FALSE,TRUE,TRUE,"44240, Kent, OH, US",46852389,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/46852389/original.jpg","(c) Carolyn Krause, some rights reserved (CC BY-NC)",FALSE,NA,NA,NA,NA,NA,"INAT",41.1228383286,-81.3620673214,"Thamnophis sirtalis"
"research","2019-08-01T15:57:46-04:00","open","ea713237-23fc-4dfa-a0d2-bd371e2adaa7",30003669,0,TRUE,"Eastern Garter Snake",FALSE,1917,0,5,"America/New_York",NA,"America/New_York",1917,3,"2019-08-01T17:15:10-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 15:57:46 GMT-0400 (EDT)","2019-08-02T16:15:17-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/30003669",28365,FALSE,2,FALSE,0,NA,"42.2797364311,-81.844288743",FALSE,TRUE,TRUE,"Rondeau Provincial Park, Chatham-Kent, ON, CA",46852438,NA,"https://static.inaturalist.org/photos/46852438/original.jpg","(c) Kevin Gevaert, all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",42.2797364311,-81.844288743,"Thamnophis sirtalis"
"research","2019-08-01T17:24:33-04:00",NA,"e31e0f9c-d7b5-4970-a94a-1939acf188b9",30004801,0,TRUE,"Common Garter Snake",FALSE,1207,0,1,"America/New_York",NA,"America/New_York",1207,3,"2019-08-01T17:34:33-04:00",NA,"-05:00","2019-08-01","Thu Aug 01 2019 17:24:33 GMT-0400 (EDT)","2021-07-22T18:44:32-04:00",FALSE,0,2,NA,"https://www.inaturalist.org/observations/30004801",28362,NA,2,FALSE,0,NA,"40.2824961254,-78.9505122171",FALSE,TRUE,TRUE,"2747 Somerset Pike, Johnstown, PA, US",46854371,NA,"https://static.inaturalist.org/photos/46854371/original.jpg","(c) Brianna Boxler, all rights reserved",FALSE,NA,NA,NA,NA,NA,"INAT",40.2824961254,-78.9505122171,"Thamnophis sirtalis"
